section,type,part,subpart,title,effective_date,url,char_count
4.2105,section,4,4.2,Solicitation provisions and contract clause,,https://www.acquisition.gov/far/4.2105,728
4.2201,section,4,4.2,Definitions,,https://www.acquisition.gov/far/4.2201,1311
4.2202,section,4,4.2,Prohibition,,https://www.acquisition.gov/far/4.2202,827
4.2203,section,4,4.2,Contract clause,,https://www.acquisition.gov/far/4.2203,219
4.2300,section,4,4.2,Scope of subpart,,https://www.acquisition.gov/far/4.2300,286
4.2301,section,4,4.2,Definitions,,https://www.acquisition.gov/far/4.2301,7151
4.2302,section,4,4.2,Sharing supply chain risk information,,https://www.acquisition.gov/far/4.2302,623
4.2303,section,4,4.2,FASCSA orders,,https://www.acquisition.gov/far/4.2303,1648
4.2304,section,4,4.2,Procedures,,https://www.acquisition.gov/far/4.2304,6061
4.2305,section,4,4.2,Waivers,,https://www.acquisition.gov/far/4.2305,2077
4.2306,section,4,4.2,Solicitation provision and contract clauses,,https://www.acquisition.gov/far/4.2306,1795
Part 5,part,5,,Publicizing Contract Actions,,https://www.acquisition.gov/far/part-5,1490
5.1,subpart,5,5.1,Dissemination of Information,,https://www.acquisition.gov/far/subpart-5.1,42
5.2,subpart,5,5.2,Synopses of Proposed Contract Actions,,https://www.acquisition.gov/far/subpart-5.2,51
5.3,subpart,5,5.3,Synopses of Contract Awards,,https://www.acquisition.gov/far/subpart-5.3,41
5.4,subpart,5,5.4,Release of Information,,https://www.acquisition.gov/far/subpart-5.4,36
5.5,subpart,5,5.5,Paid Advertisements,,https://www.acquisition.gov/far/subpart-5.5,33
5.6,subpart,5,5.6,Publicizing Multi-Agency Use Contracts,,https://www.acquisition.gov/far/subpart-5.6,52
5.7,subpart,5,5.7,Publicizing Requirements Under the American Recovery and Reinvestment Act of 2009,,https://www.acquisition.gov/far/subpart-5.7,95
5.000,section,5,5,Scope of part,,https://www.acquisition.gov/far/5.000,106
5.001,section,5,5.0,Definition,,https://www.acquisition.gov/far/5.001,410
5.002,section,5,5.0,Policy,,https://www.acquisition.gov/far/5.002,456
5.003,section,5,5.0,Governmentwide point of entry,,https://www.acquisition.gov/far/5.003,113
5.101,section,5,5.1,Methods of disseminating information,,https://www.acquisition.gov/far/5.101,3235
5.102,section,5,5.1,Availability of solicitations,,https://www.acquisition.gov/far/5.102,4772
5.201,section,5,5.2,General,,https://www.acquisition.gov/far/5.201,1102
5.202,section,5,5.2,Exceptions,,https://www.acquisition.gov/far/5.202,4594
5.203,section,5,5.2,Publicizing and response time,,https://www.acquisition.gov/far/5.203,3810
5.204,section,5,5.2,Presolicitation notices,,https://www.acquisition.gov/far/5.204,241
5.205,section,5,5.2,Special situations,,https://www.acquisition.gov/far/5.205,5573
5.206,section,5,5.2,Notices of subcontracting opportunities,,https://www.acquisition.gov/far/5.206,844
5.207,section,5,5.2,Preparation and transmittal of synopses,,https://www.acquisition.gov/far/5.207,5634
5.301,section,5,5.3,General,,https://www.acquisition.gov/far/5.301,3253
5.302,section,5,5.3,Preparation and transmittal of synopses of awards,,https://www.acquisition.gov/far/5.302,106
5.303,section,5,5.3,Announcement of contract awards,,https://www.acquisition.gov/far/5.303,1468
5.401,section,5,5.4,General,,https://www.acquisition.gov/far/5.401,1045
5.402,section,5,5.4,General public,,https://www.acquisition.gov/far/5.402,171
5.403,section,5,5.4,Requests from Members of Congress,,https://www.acquisition.gov/far/5.403,444
5.404,section,5,5.4,Release of long-range acquisition estimates,,https://www.acquisition.gov/far/5.404,226
5.404-1,section,5,5.4,Release procedures,,https://www.acquisition.gov/far/5.404-1,1939
5.404-2,section,5,5.4,Announcements of long-range acquisition estimates,,https://www.acquisition.gov/far/5.404-2,242
5.405,section,5,5.4,Exchange of acquisition information,,https://www.acquisition.gov/far/5.405,1339
5.406,section,5,5.4,Public disclosure of justification documents for certain contract actions,,https://www.acquisition.gov/far/5.406,548
5.501,section,5,5.5,Definitions,,https://www.acquisition.gov/far/5.501,367
5.502,section,5,5.5,Authority,,https://www.acquisition.gov/far/5.502,496
5.503,section,5,5.5,Procedures,,https://www.acquisition.gov/far/5.503,1360
5.504,section,5,5.5,Use of advertising agencies,,https://www.acquisition.gov/far/5.504,1779
5.601,section,5,5.6,Governmentwide database of contracts,,https://www.acquisition.gov/far/5.601,1140
5.701,section,5,5.7,Scope,,https://www.acquisition.gov/far/5.701,276
5.702,section,5,5.7,Applicability,,https://www.acquisition.gov/far/5.702,259
5.703,section,5,5.7,Definition,,https://www.acquisition.gov/far/5.703,458
5.704,section,5,5.7,Publicizing preaward,,https://www.acquisition.gov/far/5.704,1579
5.705,section,5,5.7,Publicizing postaward,,https://www.acquisition.gov/far/5.705,3827
Part 6,part,6,,Competition Requirements,,https://www.acquisition.gov/far/part-6,1763
6.1,subpart,6,6.1,Full and Open Competition,,https://www.acquisition.gov/far/subpart-6.1,39
6.2,subpart,6,6.2,Full and Open Competition After Exclusion of Sources,,https://www.acquisition.gov/far/subpart-6.2,66
6.3,subpart,6,6.3,Other Than Full and Open Competition,,https://www.acquisition.gov/far/subpart-6.3,50
6.4,subpart,6,6.4,Sealed Bidding and Competitive Proposals,,https://www.acquisition.gov/far/subpart-6.4,54
6.5,subpart,6,6.5,Advocates for Competition,,https://www.acquisition.gov/far/subpart-6.5,39
6.000,section,6,6,Scope of part,,https://www.acquisition.gov/far/6.000,420
6.001,section,6,6.0,Applicability,,https://www.acquisition.gov/far/6.001,1202
6.002,section,6,6.0,Limitations,,https://www.acquisition.gov/far/6.002,128
6.003,section,6,6.0,[Reserved],,https://www.acquisition.gov/far/6.003,0
6.100,section,6,6.1,Scope of subpart,,https://www.acquisition.gov/far/6.100,123
6.101,section,6,6.1,Policy,,https://www.acquisition.gov/far/6.101,569
6.102,section,6,6.1,Use of competitive procedures,,https://www.acquisition.gov/far/6.102,1586
6.200,section,6,6.2,Scope of subpart,,https://www.acquisition.gov/far/6.200,128
6.201,section,6,6.2,Policy,,https://www.acquisition.gov/far/6.201,99
6.202,section,6,6.2,Establishing or maintaining alternative sources,,https://www.acquisition.gov/far/6.202,1687
6.203,section,6,6.2,Set-asides for small business concerns,,https://www.acquisition.gov/far/6.203,558
6.204,section,6,6.2,Section 8(a) competition,,https://www.acquisition.gov/far/6.204,434
6.205,section,6,6.2,Set-asides for HUBZone small business concerns,,https://www.acquisition.gov/far/6.205,377
6.206,section,6,6.2,Set-asides for service-disabled veteran-owned small business (SDVOSB) concerns eligible under the SDVOSB Program,,https://www.acquisition.gov/far/6.206,497
6.207,section,6,6.2,Set-asides for economically disadvantaged women-owned small business (EDWOSB) concerns or women-owned small business (WOSB) concerns eligible under the WOSB Program,,https://www.acquisition.gov/far/6.207,401
6.208,section,6,6.2,Set-asides for local firms during a major disaster or emergency,,https://www.acquisition.gov/far/6.208,650
6.300,section,6,6.3,Scope of subpart,,https://www.acquisition.gov/far/6.300,155
6.301,section,6,6.3,Policy,,https://www.acquisition.gov/far/6.301,1468
6.302,section,6,6.3,Circumstances permitting other than full and open competition,,https://www.acquisition.gov/far/6.302,230
6.302-1,section,6,6.3,Only one responsible source and no other supplies or services will satisfy agency requirements,,https://www.acquisition.gov/far/6.302-1,5580
6.302-2,section,6,6.3,Unusual and compelling urgency,,https://www.acquisition.gov/far/6.302-2,2728
6.302-3,section,6,6.3,"Industrial mobilization; engineering, developmental, or research capability; or expert services",,https://www.acquisition.gov/far/6.302-3,4072
6.302-4,section,6,6.3,International agreement,,https://www.acquisition.gov/far/6.302-4,1160
6.302-5,section,6,6.3,Authorized or required by statute,,https://www.acquisition.gov/far/6.302-5,3221
6.302-6,section,6,6.3,National security,,https://www.acquisition.gov/far/6.302-6,1046
6.302-7,section,6,6.3,Public interest,,https://www.acquisition.gov/far/6.302-7,1171
6.303,section,6,6.3,Justifications,,https://www.acquisition.gov/far/6.303,0
6.303-1,section,6,6.3,Requirements,,https://www.acquisition.gov/far/6.303-1,1928
6.303-2,section,6,6.3,Content,,https://www.acquisition.gov/far/6.303-2,3601
6.304,section,6,6.3,Approval of the justification,,https://www.acquisition.gov/far/6.304,2004
6.305,section,6,6.3,Availability of the justification,,https://www.acquisition.gov/far/6.305,2254
6.401,section,6,6.4,Sealed bidding and competitive proposals,,https://www.acquisition.gov/far/6.401,1224
6.501,section,6,6.5,Requirement,,https://www.acquisition.gov/far/6.501,668
6.502,section,6,6.5,Duties and responsibilities,,https://www.acquisition.gov/far/6.502,2974
Part 7,part,7,,Acquisition Planning,,https://www.acquisition.gov/far/part-7,1314
7.1,subpart,7,7.1,Acquisition Plans,,https://www.acquisition.gov/far/subpart-7.1,31
7.2,subpart,7,7.2,Planning for the Purchase of Supplies in Economic Quantities,,https://www.acquisition.gov/far/subpart-7.2,74
7.3,subpart,7,7.3,Contractor Versus Government Performance,,https://www.acquisition.gov/far/subpart-7.3,54
7.4,subpart,7,7.4,Equipment Acquisition,,https://www.acquisition.gov/far/subpart-7.4,35
7.5,subpart,7,7.5,Inherently Governmental Functions,,https://www.acquisition.gov/far/subpart-7.5,47
7.000,section,7,7,Scope of part,,https://www.acquisition.gov/far/7.000,352
7.101,section,7,7.1,Definitions,,https://www.acquisition.gov/far/7.101,1082
7.102,section,7,7.1,Policy,,https://www.acquisition.gov/far/7.102,1460
7.103,section,7,7.1,Agency-head responsibilities,,https://www.acquisition.gov/far/7.103,7024
7.104,section,7,7.1,General procedures,,https://www.acquisition.gov/far/7.104,2556
7.105,section,7,7.1,Contents of written acquisition plans,,https://www.acquisition.gov/far/7.105,16914
7.106,section,7,7.1,Additional requirements for major systems,,https://www.acquisition.gov/far/7.106,2004
7.107,section,7,7.1,"Additional requirements for acquisitions involving consolidation, bundling, or substantial bundling",,https://www.acquisition.gov/far/7.107,0
7.107-1,section,7,7.1,General,,https://www.acquisition.gov/far/7.107-1,1130
7.107-2,section,7,7.1,Consolidation,,https://www.acquisition.gov/far/7.107-2,3510
7.107-3,section,7,7.1,Bundling,,https://www.acquisition.gov/far/7.107-3,3031
7.107-4,section,7,7.1,Substantial bundling,,https://www.acquisition.gov/far/7.107-4,1722
7.107-5,section,7,7.1,Notifications,,https://www.acquisition.gov/far/7.107-5,3569
7.107-6,section,7,7.1,Solicitation provision,,https://www.acquisition.gov/far/7.107-6,320
7.108,section,7,7.1,Additional requirements for telecommuting,,https://www.acquisition.gov/far/7.108,1050
7.200,section,7,7.2,Scope of subpart,,https://www.acquisition.gov/far/7.200,196
7.201,section,7,7.2,[Reserved],,https://www.acquisition.gov/far/7.201,0
7.202,section,7,7.2,Policy,,https://www.acquisition.gov/far/7.202,872
7.203,section,7,7.2,Solicitation provision,,https://www.acquisition.gov/far/7.203,505
7.204,section,7,7.2,Responsibilities of contracting officers,,https://www.acquisition.gov/far/7.204,1309
7.300,section,7,7.3,[Reserved],,https://www.acquisition.gov/far/7.300,0
7.301,section,7,7.3,Definitions,,https://www.acquisition.gov/far/7.301,263
7.302,section,7,7.3,Policy,,https://www.acquisition.gov/far/7.302,1061
7.303,section,7,7.3,[Reserved],,https://www.acquisition.gov/far/7.303,0
7.304,section,7,7.3,[Reserved],,https://www.acquisition.gov/far/7.304,0
7.305,section,7,7.3,Solicitation provisions and contract clause,,https://www.acquisition.gov/far/7.305,842
7.400,section,7,7.4,Scope of subpart,,https://www.acquisition.gov/far/7.400,382
7.401,section,7,7.4,Acquisition considerations,,https://www.acquisition.gov/far/7.401,2337
7.402,section,7,7.4,Acquisition methods,,https://www.acquisition.gov/far/7.402,1265
7.403,section,7,7.4,General Services Administration assistance and OMB guidance,,https://www.acquisition.gov/far/7.403,1222
7.404,section,7,7.4,Contract clause,,https://www.acquisition.gov/far/7.404,219
7.500,section,7,7.5,Scope of subpart,,https://www.acquisition.gov/far/7.500,150
7.501,section,7,7.5,[Reserved],,https://www.acquisition.gov/far/7.501,0
7.502,section,7,7.5,Applicability,,https://www.acquisition.gov/far/7.502,243
7.503,section,7,7.5,Policy,,https://www.acquisition.gov/far/7.503,8089
Part 8,part,8,,Required Sources of Supplies and Services,,https://www.acquisition.gov/far/part-8,2599
8.1,subpart,8,8.1,Excess Personal Property,,https://www.acquisition.gov/far/subpart-8.1,38
8.2,subpart,8,8.2,[Reserved],,https://www.acquisition.gov/far/subpart-8.2,24
8.3,subpart,8,8.3,[Reserved],,https://www.acquisition.gov/far/subpart-8.3,24
8.4,subpart,8,8.4,Federal Supply Schedules,,https://www.acquisition.gov/far/subpart-8.4,38
8.5,subpart,8,8.5,[Reserved],,https://www.acquisition.gov/far/subpart-8.5,24
8.6,subpart,8,8.6,"Acquisition from Federal Prison Industries, Inc.",,https://www.acquisition.gov/far/subpart-8.6,62
8.7,subpart,8,8.7,Acquisition from Nonprofit Agencies Employing People Who Are Blind or Severely Disabled,,https://www.acquisition.gov/far/subpart-8.7,101
8.8,subpart,8,8.8,Acquisition of Printing and Related Supplies,,https://www.acquisition.gov/far/subpart-8.8,58
8.9,subpart,8,8.9,[Reserved],,https://www.acquisition.gov/far/subpart-8.9,24
8.10,subpart,8,8.10,[Reserved],,https://www.acquisition.gov/far/subpart-8.10,25
8.11,subpart,8,8.11,Leasing of Motor Vehicles,,https://www.acquisition.gov/far/subpart-8.11,40
8.000,section,8,8,Scope of part,,https://www.acquisition.gov/far/8.000,93
8.001,section,8,8.0,General,,https://www.acquisition.gov/far/8.001,212
8.002,section,8,8.0,Priorities for use of mandatory Government sources,,https://www.acquisition.gov/far/8.002,1502
8.003,section,8,8.0,Use of other mandatory sources,,https://www.acquisition.gov/far/8.003,538
8.004,section,8,8.0,Use of other sources,,https://www.acquisition.gov/far/8.004,1376
8.005,section,8,8.0,Contract clause,,https://www.acquisition.gov/far/8.005,482
8.101,section,8,8.1,[Reserved],,https://www.acquisition.gov/far/8.101,0
8.102,section,8,8.1,Policy,,https://www.acquisition.gov/far/8.102,368
8.103,section,8,8.1,Information on available excess personal property,,https://www.acquisition.gov/far/8.103,273
8.104,section,8,8.1,Obtaining nonreportable property,,https://www.acquisition.gov/far/8.104,334
8.401,section,8,8.4,Definitions,,https://www.acquisition.gov/far/8.401,1193
8.402,section,8,8.4,General,,https://www.acquisition.gov/far/8.402,5644
8.403,section,8,8.4,Applicability,,https://www.acquisition.gov/far/8.403,978
8.404,section,8,8.4,Use of Federal Supply Schedules,,https://www.acquisition.gov/far/8.404,7229
8.405,section,8,8.4,Ordering procedures for Federal Supply Schedules,,https://www.acquisition.gov/far/8.405,255
8.405-1,section,8,8.4,"Ordering procedures for supplies, and services not requiring a statement of work",,https://www.acquisition.gov/far/8.405-1,4383
8.405-2,section,8,8.4,Ordering procedures for services requiring a statement of work,,https://www.acquisition.gov/far/8.405-2,5532
8.405-3,section,8,8.4,Blanket purchase agreements (BPAs),,https://www.acquisition.gov/far/8.405-3,15230
8.405-4,section,8,8.4,Price reductions,,https://www.acquisition.gov/far/8.405-4,447
8.405-5,section,8,8.4,Small business,,https://www.acquisition.gov/far/8.405-5,2050
8.405-6,section,8,8.4,Limiting sources,,https://www.acquisition.gov/far/8.405-6,10761
8.405-7,section,8,8.4,Payment,,https://www.acquisition.gov/far/8.405-7,157
8.406,section,8,8.4,Ordering activity responsibilities,,https://www.acquisition.gov/far/8.406,0
8.406-1,section,8,8.4,Order placement,,https://www.acquisition.gov/far/8.406-1,1830
8.406-2,section,8,8.4,Inspection and acceptance,,https://www.acquisition.gov/far/8.406-2,1539
8.406-3,section,8,8.4,Remedies for nonconformance,,https://www.acquisition.gov/far/8.406-3,600
8.406-4,section,8,8.4,Termination for cause,,https://www.acquisition.gov/far/8.406-4,3164
8.406-5,section,8,8.4,Termination for the Government’s convenience,,https://www.acquisition.gov/far/8.406-5,569
8.406-6,section,8,8.4,Disputes,,https://www.acquisition.gov/far/8.406-6,1198
8.406-7,section,8,8.4,Contractor Performance Evaluation,,https://www.acquisition.gov/far/8.406-7,241
